,id,text,label_mean,disputable_post,lang,topics,pred
5470,2c20092aa288449e889e7273b7e1ef75,"oe chinese sociologist : we (tm) ll soon surpass u . s . , ~ u . s . will not survive , (tm) we (tm) ll ~ drive u . s . to its death (tm) welcome to the soon to be shit hole lib commie china pedophile 3rd world cntry if dems racist puppet biden and ( biden crime bill 1993 ) chameleon kamala ( plays a black or indian when it (tm) s convenient ) , steal the election thru voter fraud ! globalist soros and his minions the deep s . nazi commie satanist lib party corrupted to the core , msm fake news , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos are responsible for this rioting , looting and destruction throughout the cntry . this treasonous act should not go unpunished ! it (tm) s about time these deep s . rats are held accountable ! patriots , we need to save the us from turning into another commie shit hole just like all the other lib run states !",5.0,False,en,-1_user_nigger_number_white,other
5502,28ed6d5b695f4b85b7ec5706897b27f6,"south dakota gov all-in on sturgis motorcycle rally of 250k : oe i trusted my people and they trusted me "" daily headlines these treasonous hypocrite libs ( lying sack of schiff ) don (tm) t know the meaning of the truth ! they are at it again and just as mentally deranged as the rest of the globalists nazi muslim commie liberal demoncrats ! deep state , blm , pelosi , waters , schumer , fauci , hollywood , academia , msm fox and the rest of fake news , swamp news and you know the rest ! ! aexpose , boycott , sue , prosecute and bring to justice all these lying fake news deep state treasonous godless nazi commie liberal demoncrats and rinos ! mutt romney , sessions , richard burr , susan collins , murkowski , justice roberts , bolton and you know the rest of the traitors . all the useless republicans that talk a lot of bs and do nothing ! drain the rat infested swamp president trump ! yours truly , the patriots of america !",5.0,False,en,-1_user_nigger_number_white,Islam
5516,fae66ffa6a754e3d8d1735f27492341e,video : blm protester allegedly kills photographer who supported the movement d y ~ ! deathocrats own this shit ! killers of americans .,5.0,False,en,0_nigger_white_niggers_like,other
5521,084a7b568fab49a682714a461e08cec0,"obama (tm) s purposely chose an unassuming yet radical muslim commie cia brennan who speaks of islam so romantically "" maybe he should go fu % himself with it . fact . islam has the most human rights violations , oppression , and most violent in the world practice , and this punk lies through his teeth . the only reason islam is for the most part docile here is because most americans know the difference between freedom of speech & religion , as opposed to dangerous ideology as defined in their own quran and other nefarious teachings . and we won (tm) t let it fester ! i had to eat bacon after watching this crap ; and i (tm) m practically a vegan .",5.0,False,en,1_moslem_muslim_sand_number,Islam
5533,05eec32a91494ec1912f4324ae9fb1ec,demonkkkrats love rape and murder . praying .,5.0,False,en,2_kike_jews_jew_white,other
5552,0bdc523584e64832ae497e8bdb272030,abortion it's all about profit . killing the unborn to cut up and sale body parts . over 2 billion unborn have been murdered and democrats love funding it as much as hitler loved murdering jews in world war ii,5.0,False,en,-1_user_nigger_number_white,Jewish
5577,7f87ddc6c40448b381ad62a68d8f4f09,for a group of people who hate homosexuals you all sure do loving sucking donald 's dick fags ! ! !,5.0,False,en,3_faggots_faggot_user_queers,Homosexual
5582,7e907e0e2e3e4f55b71c65812283b9c3,"this is one evil , dumb , hateful bi * ch who wants to see america fail at all costs d . c . mayor puts children at risk , contradicts cdc (tm) s guidance",5.0,False,en,0_nigger_white_niggers_like,other
5624,a1fb92cc8c7c438ea43a370ee3922c15,"the leftist commie nazi democratic party of jim crow and blm ( all donations from blm go to the demoncrats commie party ) don (tm) t want anything to do with the blacks or hispanics ! just their votes ! the blacks and hispanics are being used as useful idiots by the white leftists commie demoncrat nazi party . once they regain power , you useful idiots will never see freedom again ! because your usefulness will no longer be required in the plantation of jim crow ! the blacks and hispanics will never wake up , after 50 years of the betrayal by the democratic party they still don (tm) t know who their enemy (tm) s are.they keep on voting for them year after year . they are their own worst enemy . go figure ! liberalism is a mental retardation disorder !",5.0,False,en,0_nigger_white_niggers_like,African
5641,3800975ab6744bcb91cd805b717bdcdf,hey douchebag cunt pelosi you talk about our president being held accountable and that nobody is above the law our great president has not done anything wrong that he should be held accountable for you are nothing but a crying little fucking baby ! ! get over it ! ! he is our president and he will be our president for five more years,5.0,False,en,-1_user_nigger_number_white,other
5697,90283e902079494bb5b9942550835145,hey john kerry go fuck yourself and shut the fuck up and go float away on your yacht and never return to the untied states fuck boy . stopthegreatreset,5.0,False,en,1_moslem_muslim_sand_number,other
5713,0354738534c6474da551f736530a12bb,george soros is a 22ct asshole . a nazi loving pos . a disgrace to his country .,5.0,False,en,-1_user_nigger_number_white,other
5722,43cb2f9f922c4b689d1c9dae43f729d3,i will be sending you an invoice for my time wasted since september 17th this year mr . rumble over false advertising of rumble being a free speech platform rumble deleted this and other videos of mine ; let me guess : <user> ceo of rumble chrisrumble ; you are being spit roasted by globalists and the several pairs of swamp ass briefs you are wearing is not enough to contain the 666 different flavors of luciferian semen oozing out of your rear end and running down the back of your legs censorship of me is an act of war weiner darktolight wwg1wga maga kag newuser trump2020 trump america qanon qarmy areqawake patriots thegreatawakening stopcensorship freedom freespeech teamtrump republican antilgtb bluelivesmatter christian biden pedogate blm saveourchildren godwins trump2020 trump christianity republican teamtrump unitednotdivided <user> maga kag kag2020 trump2020,5.0,False,en,-1_user_nigger_number_white,other
5724,aa368ffa22ee43be8e6199b04a1e067b,"i am against sharia law . if you find it acceptable don (tm) t follow me . i will never submit to allah . i will never wear your coverings . i will never be a breeding tool for you ! see where i live i will defend myself from your atrocities and i have my concealed carry . if you don (tm) t know what that means , come try me . i guarantee you that i will be just fine and you can go meet your pedophile prophet !",5.0,False,en,1_moslem_muslim_sand_number,Islam
5737,6ffc710164ac42f4a9b363cd27678b78,no matter what we can never let biden win that white house our grandchildren will be so brainwashed and damaged if we allow biden to even have any power or the squad we have to fight there has to be a civil war and we have to win it,5.0,False,en,0_nigger_white_niggers_like,other
5754,309639fd9e2d43b6b61c4e9afc642e9b,"supreme court rules gay workers protected from job discrimination , in big win for lgbt rights ... it is well known transfreaks are mentally challenged . would you want one operating dangerous equipment . i wouldn't",5.0,False,en,-1_user_nigger_number_white,Homosexual
5757,ed42620c7e9648b4a08c856365e4c441,tony bobulinski interview right now on tucker carlson special joe biden you are a fucking liar and you and your corrupt sleazy family and business dealings need to be investigated .. you are a lying scumbag joe biden,5.0,False,en,-1_user_nigger_number_white,other
5797,596343b594324726893c48382baaec75,"dear liberal women , there is nothing oe empowered about you . you are actually a burden to society . as are the tiresome children you oe parent . you are more like teenage boys that will never reach puberty ... ... and are miserable that they will never be men . i would hate society too if i was you . there is everything to hate about your place in it . warning : if you are the kind of snowflake that hates speech you should go fuck yourself and not watch the following political satire ... blazing saddles :",5.0,False,en,3_faggots_faggot_user_queers,other
5812,efb1a7c73cdd40d9ad224e1797ff633c,"the only good walter wallace , is a dead walter wallace .",5.0,False,en,-1_user_nigger_number_white,other
5820,a223ff6e9e044f1a8fec874bfd72db4a,"make america safe from communist traitors . execute domestic terrorists for treason . start with this fat , bug eyed , frog faced motherfucker .",5.0,False,en,0_nigger_white_niggers_like,Islam
5824,07a3857044af42dfadeb1e030ce8cbdb,"jimmy kimmel says mike pence should n't get covid - 19 vaccine , instead needs ' bottle of clorox and a heat lamp ' jimmy kimmel is a fuckboy who has a real slick lip as long as he has a war daddy bodyguard . here 's his personal invitation to meet me alone in the parking lot at 7 - eleven and run that slick cock holster ... still waiting .",5.0,False,en,-1_user_nigger_number_white,African
5861,49e5abe3c2db432c92ba8ef5d8cefa0a,"gender specifics i was born a male and will always be a male . my preferred pronouns are bite , me . there is only one other gender : female . eat shit trannies ! !",5.0,False,en,3_faggots_faggot_user_queers,other
5983,181475bd19504466a69c156dfddf36b2,"the leftist commie nazi democratic party of jim crow and blm ( all donations from blm go to the demoncrats commie party ) don (tm) t want anything to do with the blacks or hispanics ! just their votes ! the blacks and hispanics are being used as useful idiots by the white leftists commie demoncrat nazi party . once they regain power , you useful idiots will never see freedom again ! because your usefulness will no longer be required in the plantation of jim crow ! the blacks and hispanics will never wake up , after 50 years of the betrayal by the democratic party they still don (tm) t know who their enemy (tm) s are.they keep on voting for them year after year . they are their own worst enemy . go figure ! liberalism is a mental retardation disorder !",5.0,False,en,0_nigger_white_niggers_like,African
5989,04e494ffe8e94a2f96a1be87132880b0,hey kamala cameltoe were not bust know where is you stupid b * * *,5.0,False,en,1_moslem_muslim_sand_number,Islam
6024,79b1f25e27fc4dd1a126d4d53fd38456,veronica escobar is a racist filthy bitch the hate crimes have risen because of the hate coming from congress and their democratic followers .,5.0,False,en,0_nigger_white_niggers_like,other
6030,33103a1523fe43cd98645e9a64ddf4f8,"trump and america will "" prevail ! "" die you dirty "" communist democrats ! "" drop dead !",5.0,False,en,1_moslem_muslim_sand_number,other
6125,29d4f44a1af347b5b2690832f5abbef7,the only good communist is a dead communist .,5.0,False,en,-1_user_nigger_number_white,other
6193,402480586ad24cdaada4d2e27880bb85,"this lengthy 33 seconds video explain in details why the radical-left raggety-ass muslim kissing fucking hypocrites are so determined and desperate to disarm the american people these days . at the mean time , just keep walking low-life stupid motherfuckers because ain't gonna be no burning or looting in this neighborhood .",5.0,False,en,1_moslem_muslim_sand_number,Islam
6217,10905f4b2fb648e89b38945e0df67bff,"new to this . had enough of face book nazis taking my sh * t down d y $? * d eur i ,",5.0,False,en,-1_user_nigger_number_white,other
6262,9f3db8f2118045c28f22672c0511ed66,those pos set st johns church on fire ! ! ! someone needs to sting these people up ! ! ! fu1 ! & being nice now ! ! ! time to spray these idiots . this is not a protest anymore ! ! !,5.0,False,en,1_moslem_muslim_sand_number,other
6269,367922b5fcdd4289a625ed93094b3daf,"lindsey graham will not call obama as it would set a precedence . fuck you lindsey , he 's a citizen and no longer president . get off your knees you low life cocksucker and be a man for once in your pathetic life .",5.0,False,en,0_nigger_white_niggers_like,other
6283,cded59e3db1848e08fbf08f8a8f3e935,"you people seeing this guy on hannity ? ? i sincerely hope that seattle mayor gets her ass run over , shot up , whatever . what a rotten bitch .",5.0,False,en,1_moslem_muslim_sand_number,other
6325,a56d1029972a424fb86deaddb1ed6b4a,what a bunch of d y ' p killers trump needs to start hanging libatards by the neck .,5.0,False,en,0_nigger_white_niggers_like,African
6443,726978c52b9e4d9ea14158e15d007eeb,"they need completely destroyed and then firebombed ! ! ! ... with them all in it of course ! ! d y ' eur ^ i , d y ' eur ^ i , d y ' eur ^ i , d y ' eur",5.0,False,en,2_kike_jews_jew_white,other
6479,eec8dc95213a42a6a5d223b2342fed0c,"how stupid is this ? two women playing hall monitor for big brother . ladies and gentlemen , snowflakes and anarchists , how sad it is to witness how lost so many people are . people have run so far from god that their entire sense of reality is defined and regulated for them by forces as lost as them . grown people playing hall monitor . so truly sad . ~ c/ in nazi germany , these women are the kind of collaborators who would turn in jews hiding in attics or beneath floorboards . ~ c/ the point of this post is n't about the virtue is wearing a mask or not . this is a commentary on the sycophantic allegiance and unquestioning submission of some to the will of the state . if this was a horror movie , these women acted like the kind of people who would sacrifice the weakest member of their group just to save themselves . ~ c/ shameful . ~ c/ <user> ~ c/ alllivesmatter supporttheblue antifaisfascist blmisracist leftistdemocratsareevil voterepublicansaveamerica votetrumpsaveamerica",5.0,False,en,2_kike_jews_jew_white,Jewish
6481,099d9cd753274745bb0a97ced9063c23,"new q ! 4496 ho-lee-shit on a stick ! ! ! d y ++ od y ++ , d y ' y= d y ++ od y ++ , d y ' y= d y ++ od y ++ , d y ' y= d y ++ od y ++ , renegade is on the chopping block ! ! ! are you anons , and patriots ready ? ! ? ! ? treason pain wwg1wga ! ! ! d y ' eur d y ' eur d y ' eur",5.0,False,en,-1_user_nigger_number_white,other
6484,40959a4e574a4267a75568530b85a7d0,twit finally got me again m banned i called omar a muslim piece of shit but it 's true ! they hate truth thx parler for keeping me on,5.0,False,en,-1_user_nigger_number_white,Islam
6533,e2542c4cf8044fd2852f5e6bbf184ae9,"she 's with me . tomorrow night . all hallows eve . mars retro . mercury retro . full moon . ( blue . ) . gonna be a nasty night . if you do not die in your car wreck . the other guys , . will get out , and beat you to death . hahahahaha .. and set you cocks back , . before you get drunk . oops . spell checker attack , there .",5.0,False,en,-1_user_nigger_number_white,other
6538,4bada9249c094e47858b0765853a5727,"welcome to the soon to be lib commie china pedophile 3rd world country if demoncrat puppet hiding in the basement biden and ( put innocent black men in jail chameleon ( plays a black or indian when it (tm) s convenient ) kamala wins . if you have any brains , you (tm) ll know that his vp pick will actually be president and senile sniff your hair biden will be put out to pasture ! you know the the game plan , retire the senile biden and replace with vp . globalist soros and his minions the deep s . nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the us from turning into another commie shit hole just like all the other lib run cities !",5.0,False,en,1_moslem_muslim_sand_number,other
6582,67f3f5bc627e4e5287ae803045c34aeb,fuck you liberals . i 'll bet soros wo n't bail her out . and by the way was n't that open above what that officer was allowed to do ? oh wait . he 's black .. she 's white,5.0,False,en,0_nigger_white_niggers_like,African
6590,41a70d140561413895bc942ee928f874,"gun control humor - self-reliance central welcome to the soon to be lib commie china 3rd world country if demoncrat puppet biden wins ! ! ! globalist soros and his minions the deep state nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the country from turning into another commie shit hole just like all the other lib run cities ! !",5.0,False,en,1_moslem_muslim_sand_number,other
6594,82466a22c74a4e95aeff10d9c095b93b,washington state governor jay inslee is a pos ! he (tm) s needs to go now ! he (tm) s a commie bastard !,5.0,False,en,-1_user_nigger_number_white,other
6605,b1efdea1a9264f5da14939a1f72c58a7,man accused of shoving elderly nyc woman has been arrested over 100 times another fricking black thug hero for the left . this is the scum walking our streets that are now dictating our police policy .,5.0,False,en,0_nigger_white_niggers_like,African
6606,a1664044dcb44cdb9f9880e4cdf499dd,"these ungrateful barbarians and destroyers demand law and justice , but also want to get rid of the white supremacy . but stop ! this is nonsense ! absolutely all justice and laws were invented and passed by whites . it is only part of their culture and civilization . in africa , no legal system has been invented in history ! blacks have not even invented wheels in their history ! and now they demand to apply the norms of white law to themselves , but oppose white superiority ! bingo ! nonsense ! uneducated savages ! if it were not for the laws and social norms established by the whites , then you would be killed and sacrificed without any courts , according to the "" great "" african laws ! you should be grateful and on your knees for the opportunity to live in modern human civilization , and not crawl under the palm trees , as you have done for centuries . stop blm virus !",5.0,False,en,0_nigger_white_niggers_like,African
6611,886c5afb51ae434ba94c38dc7ee61d18,question 4 : a test of your recent knowledge . which one of these statements is true ? ( a ) epstein killed himself ( b ) free and fair election were held in america ( c ) hilary clinton is not the sociapath who killed seal team 6 ( d ) president obama is gay and his wife michael is a transvestite,5.0,False,en,3_faggots_faggot_user_queers,other
6618,4b2470a8be7b4ec5a550c1a3209ac4e5,"i live in beautiful colorado ! ! unfortunately it seems like democrats are trying to make our votes not count , turned us into a sanctuary state , and elected a gay governor who is hanging gay pride flags on the state capitol building , and letting lgbtq control the state it seems . it 's just sad to me . it seems every day i am scrutinized more and more for being a god loving , gun toting , middle age , straight white male who loves his daughters and i do my best to be respectable to folks until they are disrespectful . but i am fed up with the bullshit ! ! ! so idiots beware because i will stomp a big mud hole in your snowflake ass if you keep poking the bear ! ! have a great day to all my new parler friends ! !",5.0,False,en,0_nigger_white_niggers_like,other
6627,851da7dda3b048c093c99c27c5ff4e59,"my heart breaks for george floyd (tm) s family . it was at first reported that the cops were called because he was writing a bad check - further investigation found he in fact was not and had not written a bad check - it was a oe misunderstanding oe - hey officerderek chauvin - ( badge i (tm) d - 0187 ) - i hope the hang your ass to the wall - you deserve nothing less than the death sentence for murder 1 - and were i judge - my sentence would be - stop your shirt off , throw you on the hot asphalt - the biggest heaviest one allow to carry it out puts a knee in your back and a knee on the back of your neck - and remain in that position until you are dead !",5.0,False,en,0_nigger_white_niggers_like,other
6684,aeebe0cd110e4486bf573de7d6823c42,"she was merely a fat ugly dumbfuck (tm) n useless anencephalic cunt ! ! ! linda tripp , whistleblower in monica lewinsky and bill clinton scandal , dies at 70",5.0,False,en,-1_user_nigger_number_white,other
6688,fa814d7e709b4071b2a2ec5d80c8fe5c,"trump vows to send feds into cities facing violence , as dhs reportedly drafts chicago deployment plan | fox news welcome to the soon to be lib commie china 3rd world country if demoncrat puppet biden wins ! ! ! globalist soros and his minions the deep state nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the country from turning into another commie shit hole just like all the other lib run cities ! !",5.0,False,en,-1_user_nigger_number_white,other
6692,24e8418b77e64f98b693aeae2c05c8e7,i got kicked of facebook for calling melania trump a gold digging whore . which she totally is .,5.0,False,en,-1_user_nigger_number_white,other
6741,8f3262cc3a724196923140bc32dd6eb8,there was a vile man called obama whos face looked like the arse of a llama his wife had a cock that hung out her frock she looked like an experiment of big pharma,5.0,False,en,0_nigger_white_niggers_like,other
6758,b66f42d3d0f24015a2ac0a4f3fa72175,"is your gooch wet ? is it sticky ? is it wet and slippy ? is it fishy ? can it fart ? can it fart on me ? can it fart and pop and pop and fart ? on my cocky ? is it loud ? do it scream ? do it squirt and cream ? can it lock and grip , and grip and lock ? can it hug up on my sweet little cock ? is it lonely ? can i touch it ? can feel it ? can i brush it ? is it clean ? is it hairy ? do it look kinda scary ? can it squeak ? is it open ? can i see it and grope it ? is it firm ? is it brown ? is it pink ? can i drown ( in it ? ) is the gooch fresh ? can i -",5.0,False,en,-1_user_nigger_number_white,other
6869,529ed10975c8477ea1071325facccff3,"<user> dear mississ ippipitbull , i hear you are a silly , billy maga person who is in love with our loser president . and i also here you like to downvote lots of posts and then block like a little crybaby coward . anyway , it (tm) s a pleasure to meet you . i look forward to our long epistolary friendship . yours truly , warner rockus p . s . welcome to the bidenera another fucktard trumptard snowflake has melted and left the battlefield of ideas ! d y ~ <user>",5.0,False,en,-1_user_nigger_number_white,other
6873,b36234a7804b4510be78314d56620f12,de blasio is a hitler .,5.0,False,en,2_kike_jews_jew_white,Jewish
6909,96c44411fc874eeeb9d36c4752c396bc,bill the rapist and a tranny racist ...,5.0,False,en,0_nigger_white_niggers_like,African
7001,6ea9217315a94db280935c1a9291adde,another reason every muslim needs to be deported or killed ! nomuslimcanbetrusted !,5.0,False,en,1_moslem_muslim_sand_number,Islam
7049,ff46c2b09cd747e0ac9d0f439a406108,"watch : black ga trooper refused to kneel with blm : hiding in the basement racist commie joe biden does not want to debate president trump because he would be destroyed and exposed for the lying sack of turd he is ! he needs serious psychological and medical care ! the commie demoncrats party of satan , should be charge with elderly abuse on the senile and dementia inflicted biden ! he should retire and smell people (tm) s hairs in privacy ! nobody will be the wiser , or for that matter care ! do us a favor , and give up the quest to become president you are not fit to do so ! you (tm) ll only be a useful idiot and puppet for the demoncratic liberal commie godless party of satan and treasonous rinos ! only until the fall ! then another commie libtard will take his place in oct or nov who will be just as bad or worst then you ! if the nazi commie demoncrats win , the united states will turn into one big commie third world shit hole ! guaranteed ! trump 2020 and beyond ! greatest president ever !",5.0,False,en,0_nigger_white_niggers_like,other
7165,8cfd3fb469ea4e6f95716e0eca057ec4,these stupid iranians ... nuke them,5.0,False,en,1_moslem_muslim_sand_number,Islam
7194,935c2b8980b547d59cfd13e1895002b9,good god both <user> & <user> are taking a knee for this bullshit socialjustice shit . & fans are booing . whitelivesmatter fuckblm fuckblacklivesmatter blacklivesmatterterrorists gators olemiss,5.0,False,en,0_nigger_white_niggers_like,other
7228,f91b9ff378be4e4991f0e5764f9e375b,"excellent question asked by a female jihadi suspect arrested for inciting violent riots . why did sweden bring in hundreds of thousands of these ungrateful muslim freeloaders , most of whom live on welfare benefits , procreate like rabbits , refuse to assimilate , and are the singular cause of soaring crime rates , violence , and have turned sweden into the rape capital of europe ?",5.0,False,en,1_moslem_muslim_sand_number,Islam
7243,588befa8b4554765a1b000f2e7ce2912,"ice deportation flight , objected to by omar over covid fears , included convicted murderer , rapist fuck this piece of muslim trash . human waste is all she can be compared to .",5.0,False,en,1_moslem_muslim_sand_number,Islam
7298,cbfdb1017fd847c48c9a32c99c4ecf45,i hope the next nigger to get killed by the cops is <user>,5.0,False,en,0_nigger_white_niggers_like,African
7313,b4beee5feab3481396ce318c7a1039f1,"but this ok right blmterrorists fuck you demoscum anti american scum . leave ! africa , iran , mexico , venezuela are willing to take you socialist / communist scum ! you hate america why are you here ? go to a place you support , defend , finance etc . love america or get the fuck out !",5.0,False,en,1_moslem_muslim_sand_number,other
7342,4c58c13ac80644c2bcf78806392b16d2,all these motherfuking antifa and blm motherfukers need to be shot instead of fucking yelling medic call for a fucking coroner,5.0,False,en,1_moslem_muslim_sand_number,other
7434,13a725a12473480a9b6dfe444d01d0ac,facebook is out of their little nazi minds,5.0,False,en,-1_user_nigger_number_white,Jewish
7730,2df4d9aa9de64e86bf8a2f8c0b7a2bb3,"trumfuck , the infantile asshole with zero self control , is a worth less shit control freak who wants to control everyone and everything . the evil nazi traitor and his nazi traitor supporters are the most toxic , useless , void of humanity , and worthless pieces of shit in america .",5.0,False,en,-1_user_nigger_number_white,other
7806,f2415cefb58746f480b97a8db4b1505d,hope all 4 of these commie swine in up in prison and are raped daily,5.0,False,en,1_moslem_muslim_sand_number,other
7811,cee813b152884065ac5a0bd9688bdd1f,the feds need to go in and wipe out every single blm and antifa thug in louisville ky .,5.0,False,en,0_nigger_white_niggers_like,African
8130,7c1fbc551749435bacbadd1eed89060d,"welcome to the soon to be lib commie china 3rd world country if demoncrat puppet biden wins ! ! ! globalist soros and his minions the deep state nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the country from turning into another commie shit hole just like all the other lib run cities ! !",5.0,False,en,1_moslem_muslim_sand_number,other
8134,2528266e5ae04d72a5c4ddb9776cd1e2,"the democratic party & biden are those who god gave over to degrading passions ; for their women exchange the natural function for that which is unnatural , & in the same way also the men abandon the natural function of the woman & burn in their desire toward one another , men with men committing indecent acts and receiving in their own persons the due penalty of their error . and just as they do not see fit to acknowledge god any longer , god has given them over to a depraved mind , to do those things which are not proper , being filled with all unrighteousness , wickedness , greed , evil ; full of envy , murder , strife , deceit , malice ; they are gossips , slanderers , haters of god , insolent , arrogant , boastful , inventors of evil , disobedient to parents , without understanding , untrustworthy , unloving , unmerciful ; and although they know the ordinance of god , that those who practice such things are worthy of death , they not only do the same , but also give hearty approval to those who practice them .",5.0,False,en,3_faggots_faggot_user_queers,other
8139,b79eb91cc0fc432d99ec0689a81529ca,"the greatest hoax ever perpetrated on the american people ... a gay muslim brotherhood kenyan infiltrator ... a transgender male acting as this gay mans "" wife "" while still possession male parts ... two children from another couple loaned to this gay treasonous couple for optics ... you both need to get ready to hang by the neck until you are dead for treason against the usa and it's people ...",5.0,False,en,3_faggots_faggot_user_queers,Homosexual
8160,55017ea921f64725964da6966189cc86,the return of jim crow laws . this is no different than being banned from an establishment for being a certain skin color . now you (tm) ll be banned from using credit card processing if you don (tm) t bow down to their perverted sodomite cult . yet these are the same nazi leftists who support radical islam killing gays in the middle east . oe a conservative christian group critical of homosexuality reported tuesday that they were banned from a credit card processor over their religious views . nazis leftistnazis sodomites creditcardprocessing reignofterror greatreset trump2020 stopthesteal stopthecoup riggedelection voterfraud electionfraud electioninterference bidenchinacollusion electionmeddling bidencrimefamily maga kag fourmoreyears globalists newworldorder communism socialism ccp ccpvirus takedowntheccp hangthetraitors justice joebiden biden bidenharris2020 jesuschrist jesussaves democratsareperverts jimcrow,5.0,False,en,2_kike_jews_jew_white,Islam
8163,c1e00fb3e6f841e28b35dca152d6d2c2,"filthy peado asians , muslims whatever , i call them evil stinking rats",5.0,False,en,-1_user_nigger_number_white,other
8197,c0544967890a4ffc906cba074d4e5385,"this d y ' %0 muslim stupid nigger d y ' ^ was the first fraudulent goat-fucker from the gang of mohammed and the mafia of islam who interfered in a peaceful transfer of power for four consecutive years , and it 's on his behalf that a rolling coup was unleashed exclusively to push the united states to the edge of the abyss in order to remake america in his vision of promised land with one of the most and foremost disgusting fucking people on the face of planet earth often called fucking muslims who wants you and i fucking beheaded for not believing in the stupid cult of islam and its demonic teachings of submission , surrender and subjugation . you doubt me ? if so , then l suggest you to start reading the demonic fucking quran and as well as the islamic bewitched fucking hadiths .",5.0,False,en,1_moslem_muslim_sand_number,Islam
8260,ee9348888781494bb2fbb0e6cafced0b,come on trish did you news boy and paid for by the chinese and like my buddy who 's jewish says the only thing they care about is that their little princesses get their hair and nails done every week and they drive around and alexi or an acura you know but that 's why they like open borders and all the other b * * * he goes jews are the most unsavory character on earth just about because and i 'm a jew he goes they act like they 're so religious they 're f * * * heathens,5.0,False,en,2_kike_jews_jew_white,Jewish
8279,66f35c4f2e94418b86e648d0787c7688,"these treasonous hypocrite libs ( lying sack of schiff ) don (tm) t know the meaning of the truth ! they are at it again and just as mentally deranged as the rest of the globalists nazi muslim commie liberal demoncrats ! deep state , blm , pelosi , waters , schumer , hollywood , academia , msm fox and the rest of fake news , swamp news and you know the rest ! ! aexpose , boycott , sue , prosecute and bring to justice all these lying fake news deep state treasonous godless nazi commie liberal demoncrats and rinos ( do nothing ag barr , mitch mcconnell , mutt romney , lindsey grahamnesty , sessions , richard burr , susan collins , murkowski , justice roberts , bolton and you know the rest of the traitors ) post-haste , patriots ! drain the rat infested swamp president trump !",5.0,False,en,-1_user_nigger_number_white,Islam
8303,5d6511a7bb974f39b0e2f98a1c86d76a,kanye west : planned parenthood founded ' to kill the black race and to create population control ',5.0,False,en,0_nigger_white_niggers_like,African
8305,43904b418486499eac522f24f2945235,"d y s "" d y s "" d y s "" d y s "" d y s "" d y s "" this is no joke ! aoc , cnn , twihittler blue tick-marks and all the other insane leftard fascists or communists or bolshevists will hand them out ! they will going full nazi !",5.0,False,en,-1_user_nigger_number_white,Homosexual
8315,8b77551fcea94625bb1ff7c30f6be7c6,jews wo n't be satisfied until there are more blacks in this country than there are humans .,5.0,False,en,2_kike_jews_jew_white,African
8326,c9401e069b90419aac47c782d9c6d004,"i am an american idiot ! ! i hate anybody that doesnt look like me . i tell everybody that i am not prejudiced , but i fear that blacks and mexicans are going to move next door . i am not afraid i might die at the hands of another white person , even though the white race has killed , murdered , slaughtered , enslaved and conquered more people by a thousand fold , than any other race . no , i fear i might die at the hands of a black person . i hate commies and socialists , even though i dont know the difference between the two . because , i never studied about the different types of governments . because , i am an idiot , i think that the two are the same or very close . doesnt matter , if you believe in helping other people , you are a socialist . i hate blacks because they are the biggest recipient of government assistance and therefore cost me the most in taxes . blacks are all lazy and i only like the ones that play sports . commies dont believe in the constitution . they expect me to not abuse my",5.0,False,en,0_nigger_white_niggers_like,African
8346,cf4fb2bcbd1445ffbb06d30e8080126a,"we the people who vote in politicians are running out of patience . you leftists believe you will overtake our great country . message ! not without a war . and you will lose . we are well armed , educated and will destroy you . it 's what we do to foreign invaders . you have money . we have resolve . you will suffer hell . it 's what you want . enjoy !",5.0,False,en,1_moslem_muslim_sand_number,other
