,target,tokens,text
9132,Islam,"['Muslims', 'will', 'cry', 'wolf', 'about', 'so', 'called', 'islamophobia.', 'We', 'all', 'know', 'anti', 'Muslim', 'abuse', 'is', 'a', 'thing', 'of', 'the', 'past,', 'everyone', 'is', 'afraid', 'of', 'being', 'labelled', 'racist', 'or', 'offensive', 'now', 'so', 'they', 'give', 'Muslims', 'everything', 'they', 'demand.']","Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand."
9133,African,"['Only', '1', 'day', 'more', 'before', 'the', 'end', 'of', 'Black', 'History', 'Month.', 'Only', 'another', 'year', 'before', 'this', 'racist', 'nonsense', 'starts', 'again!']",Only 1 day more before the end of Black History Month. Only another year before this racist nonsense starts again!
9134,African,"['Gay', 'people', 'are', 'a', 'burden', 'on', 'society,', 'they', 'should', 'be', 'restricted', 'to', 'their', 'own', 'homes.']","Gay people are a burden on society, they should be restricted to their own homes."
9135,African,"['Time', 'to', 'nuke', 'the', 'third', 'world,', 'these', 'people', ""haven't"", 'evolved', 'and', 'when', 'they', 'come', 'here', 'they', 'cause', 'nothing', 'but', 'trouble.']","Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble."
9136,Jewish,"['Jews', 'are', 'the', 'reason', 'we', 'have', 'mass', 'migration', 'and', 'Africans', 'replacing', 'the', 'white', 'population.', 'They', 'want', 'to', 'see', 'our', 'society', 'mogrelised', 'and', 'for', 'white', 'culture', 'to', 'be', 'destroyed.']",Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.
9137,Jewish,"['People', 'need', 'to', 'stop', 'confusing', 'whites', 'and', 'Jews.', 'We', 'are', 'not', 'the', 'same,', 'we', 'never', 'will', 'be.', 'Quite', 'frankly', 'it’s', 'insulting.']","People need to stop confusing whites and Jews. We are not the same, we never will be. Quite frankly it’s insulting."
9138,African,"['Only', '1', 'day', 'more', 'before', 'the', 'end', 'of', 'Black', 'History', 'Month.', 'Only', 'another', 'year', 'before', 'this', 'racist', 'nonsense', 'starts', 'again!']",Only 1 day more before the end of Black History Month. Only another year before this racist nonsense starts again!
9139,Homosexual,"['There’s', 'a', 'rumour', 'that', 'Terry', 'Gilliam’s', 'new', 'production', 'has', 'been', 'cancelled', 'because', 'the', 'theatre', 'is', 'concerned', 'about', 'his', 'anti-trans', 'statements.', 'More', 'cancel', 'culture', 'madness!']",There’s a rumour that Terry Gilliam’s new production has been cancelled because the theatre is concerned about his anti-trans statements. More cancel culture madness!
9140,Homosexual,"['Local', 'Councils', 'can’t', 'afford', 'to', 'house', 'the', 'homeless,', 'but', 'Surrey', 'is', 'to', 'get', 'its', 'first', 'rainbow', 'public', 'crossing', 'painted', 'in', 'time', 'for', 'Pride.']","Local Councils can’t afford to house the homeless, but Surrey is to get its first rainbow public crossing painted in time for Pride."
9141,African,"['social', 'media', 'is', 'banging', 'on', 'about', 'the', 'MOBO', 'Awards', 'again.', 'When', 'will', 'we', 'see', 'awards', 'for', 'Music', 'of', 'WHITE', 'Origin?']",social media is banging on about the MOBO Awards again. When will we see awards for Music of WHITE Origin?
9142,African,"['All', 'of', 'the', '50', 'criminals', 'due', 'to', 'be', 'deported', 'yesterday', 'to', 'Jamaica,', 'were', 'removed', 'from', 'a', 'chartered', 'flight', 'after', 'appeals', 'by', 'Human', 'Rights', 'Lawyers.']","All of the 50 criminals due to be deported yesterday to Jamaica, were removed from a chartered flight after appeals by Human Rights Lawyers."
9143,Islam,"['These', 'Muslim', 'MP’s', 'should', 'stop', 'pretending', 'they', 'are', 'British.', 'They’re', 'not,', 'they', 'are', 'just', 'invaders!']","These Muslim MP’s should stop pretending they are British. They’re not, they are just invaders!"
9144,African,"['Another', 'County', 'Cricket', 'Club', 'Chairman', 'has', 'resigned', 'over', '‘historic’', 'racist', 'remarks', 'from', '4', 'years', 'ago.', 'This', 'is', 'becoming', 'a', 'witch', 'hunt!']",Another County Cricket Club Chairman has resigned over ‘historic’ racist remarks from 4 years ago. This is becoming a witch hunt!
9145,Homosexual,"['The', 'trans', 'agenda', 'don’t', 'want', 'mens', 'and', 'womens', 'toilets,', 'everything', 'has', 'to', 'be', '‘all', 'in', '1’', 'now.', 'Is', 'this', 'the', 'future', 'we', 'want?', 'Risking', 'womens', 'safety', 'just', 'so', 'men', 'in', 'dresses', 'feel', 'comfortable?']","The trans agenda don’t want mens and womens toilets, everything has to be ‘all in 1’ now. Is this the future we want? Risking womens safety just so men in dresses feel comfortable?"
9146,Homosexual,"['Got', 'on', 'the', 'train', 'today', 'and', ""there's"", 'rainbow', 'flag', 'logos', 'everywhere.', 'Fed', 'up', 'of', 'this', 'Homosexual', 'stuff', 'being', 'shoved', 'in', 'our', 'faces.', 'When', 'will', 'this', 'woke', 'nonsense', 'end?']",Got on the train today and there's rainbow flag logos everywhere. Fed up of this Homosexual stuff being shoved in our faces. When will this woke nonsense end?
9147,Islam,"['All', 'these', 'muslims', 'coming', 'over', 'here', 'want', 'to', 'enforce', 'sharia', 'law', 'and', 'take', 'over.', 'We', 'cannot', 'submit!!!']",All these muslims coming over here want to enforce sharia law and take over. We cannot submit!!!
9148,Islam,"['All', 'muslims', 'are', 'terrorists!']",All muslims are terrorists!
9149,Jewish,"['Jews', 'want', 'to', 'take', 'over', 'the', 'world', 'and', 'decimate', 'Western', 'civilisation!']",Jews want to take over the world and decimate Western civilisation!
9150,Homosexual,"['Gay', 'people', 'need', 'to', 'live', 'separately', 'from', 'us', 'so', 'we', ""don't"", 'catch', 'AIDS', 'from', 'them.']",Gay people need to live separately from us so we don't catch AIDS from them.
9151,African,"['If', 'black', 'people', ""aren't"", 'all', 'criminals,', 'why', 'are', 'they', 'disproportionately', 'arrested', 'and', 'taking', 'up', 'space', 'in', 'our', 'prisons?']","If black people aren't all criminals, why are they disproportionately arrested and taking up space in our prisons?"
9152,Islam,"['Why', 'don’t', 'all', 'these', 'Muslim', 'refugees', 'go', 'to', 'other', 'wonderful', 'Muslim', 'countries?', 'Am', 'I', 'missing', 'something?']",Why don’t all these Muslim refugees go to other wonderful Muslim countries? Am I missing something?
9153,Homosexual,"['Homosexual', 'history', 'month', 'now', 'being', 'taught', 'in', 'schools…', 'I’m', 'sick', 'of', 'this', 'being', 'shoved', 'down', 'our', 'throats,', 'what', 'happened', 'to', 'British,', 'European', 'and', 'World', 'history', 'being', 'taught?', 'Identity', 'politics', 'gone', 'mad.']","Homosexual history month now being taught in schools… I’m sick of this being shoved down our throats, what happened to British, European and World history being taught? Identity politics gone mad."
9154,Jewish,"['Jews', 'are', 'so', 'greedy,', ""they're"", 'always', 'thinking', 'about', 'money']","Jews are so greedy, they're always thinking about money"
9155,Homosexual,"['Homosexual', 'people', 'are', 'a', 'danger', 'to', 'society', 'and', 'we', 'need', 'to', 'take', 'a', 'stand', 'against', 'them.']",Homosexual people are a danger to society and we need to take a stand against them.
9156,Islam,"['All', 'muslims', 'are', 'rapists']",All muslims are rapists
9157,Islam,"['Muslims', 'want', 'to', 'invade', 'us', 'and', 'enforce', 'sharia', 'law!']",Muslims want to invade us and enforce sharia law!
9158,Homosexual,"['As', 'much', 'as', 'the', 'media', 'tries,', 'you', ""can't"", 'convince', 'me', 'to', 'take', 'transgenders', 'seriously.', 'A', 'man', 'can', 'put', 'on', 'a', 'dress', 'and', 'make', 'up', 'but', 'at', 'the', 'end', 'of', 'the', 'day', ""they're"", 'still', 'a', 'man.', ""That's"", 'basic', 'biology.']","As much as the media tries, you can't convince me to take transgenders seriously. A man can put on a dress and make up but at the end of the day they're still a man. That's basic biology."
9159,Homosexual,"['I', 'tolerated', 'fag', 'pride,', 'I', 'tolerated', 'seeing', 'fags', 'on', 'tv,', 'but', 'I', 'draw', 'the', 'line', 'at', 'schools', 'teaching', 'children', 'about', 'their', 'perverted', 'lifestyles.', 'This', 'is', 'indoctrination.']","I tolerated fag pride, I tolerated seeing fags on tv, but I draw the line at schools teaching children about their perverted lifestyles. This is indoctrination."
9160,Homosexual,"['If', 'we', 'accept', 'transgenders', ""it's"", 'a', 'slippery', 'slope.', 'First', 'you', 'can', 'identify', 'as', 'whatever', 'gender', 'you', 'want,', 'then', 'it', 'will', 'be', 'whatever', 'age', 'they', 'want.', 'Suddenly', 'paedophilia', 'is', 'something', ""we're"", 'being', 'told', 'to', 'accept...']","If we accept transgenders it's a slippery slope. First you can identify as whatever gender you want, then it will be whatever age they want. Suddenly paedophilia is something we're being told to accept..."
9161,African,"['It', 'disgusts', 'me', 'when', 'white', 'women', 'have', 'children', 'with', 'black', 'men.', 'We', 'need', 'to', 'protect', 'our', 'bloodlines', 'and', 'ethnic', 'heritage.']",It disgusts me when white women have children with black men. We need to protect our bloodlines and ethnic heritage.
9162,African,"['If', 'you', 'need', 'any', 'more', 'proof', 'that', 'whites', 'and', 'blacks', 'are', 'not', 'equal,', 'look', 'at', 'the', 'technological', 'advancement', 'achieved', 'by', 'each.', 'Whites', 'took', 'us', 'to', 'space,', 'Africans', 'are', 'still', 'living', 'in', 'third', 'world', 'shitholes.', 'We', 'are', 'not', 'the', 'same.']","If you need any more proof that whites and blacks are not equal, look at the technological advancement achieved by each. Whites took us to space, Africans are still living in third world shitholes. We are not the same."
9163,Islam,"['We', 'are', 'letting', 'Muslim', 'terrorists', 'come', 'to', 'our', 'country', 'as', ""'refugees'."", 'This', 'has', 'got', 'to', 'stop.']",We are letting Muslim terrorists come to our country as 'refugees'. This has got to stop.
9164,African,"['Blacks', 'and', 'civilisation', 'are', 'incompatible.', 'You', 'can', 'have', 'a', 'thriving', 'society', 'or', 'you', 'can', 'have', 'diversity,', 'you', 'can’t', 'have', 'both.']","Blacks and civilisation are incompatible. You can have a thriving society or you can have diversity, you can’t have both."
9165,Homosexual,"['I’ve', 'never', 'met', 'a', 'happy', 'gay', 'person.', 'It’s', 'a', 'miserable,', 'perverted', 'lifestyle.', 'Those', 'people', 'need', 'help.']","I’ve never met a happy gay person. It’s a miserable, perverted lifestyle. Those people need help."
9166,Homosexual,"['Pro-trans', 'zealots', 'view', 'themselves', 'as', 'a', 'virtuous', 'and', 'inclusive', 'subset', 'of', '""progressive', 'modernisers"".', 'In', 'reality,', 'they', 'are', 'responsible', 'for', 'the', 'growing', 'social', 'erasure', 'of', 'women.', 'This', 'cultural', 'assault', 'on', ""women's"", 'rights', 'is', 'uncivilised', 'and', 'not', 'to', 'be', 'tolerated.']","Pro-trans zealots view themselves as a virtuous and inclusive subset of ""progressive modernisers"". In reality, they are responsible for the growing social erasure of women. This cultural assault on women's rights is uncivilised and not to be tolerated."
9167,African,"['Everywhere', 'you', 'look', 'on', 'tv', 'now,', 'white', 'people', 'are', 'being', 'erased.', 'Every', 'advert', 'has', 'mixed', 'race', 'families,', 'openly', 'promoting', 'miscegenation,', 'no', 'white', 'men', 'anywhere.', 'This', 'is', 'all', 'part', 'of', 'their', 'plan', 'to', 'decimate', 'the', 'white', 'race.']","Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race."
9168,Islam,"['Hundreds', 'of', 'Muslim', 'men,', 'all', 'of', 'fighting', 'age,', 'arriving', 'in', 'boats', 'every', 'day.', 'This', 'is', 'what', 'invasion', 'looks', 'like,', 'we', 'must', 'be', 'ready', 'to', 'fight', 'back.']","Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back."
9169,African,"['The', 'more', 'diverse', 'a', 'community', 'the', 'less', 'people', 'volunteer,', 'vote,', 'give', 'to', 'charity,', 'and', 'trust', 'each', 'other.', 'This', 'is', 'why', 'blacks', 'are', 'incompatible', 'with', 'our', 'civilisation.']","The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation."
9170,Jewish,"['Just', 'read', 'an', 'article', 'that', 'explained', 'how', 'the', 'Jewish', 'elite', 'use', 'their', 'positions', 'of', 'power', 'to', 'control', 'us!']",Just read an article that explained how the Jewish elite use their positions of power to control us!
9171,Islam,"['Just', 'seen', 'a', 'story', 'about', 'a', 'park', 'in', 'Manchester', 'where', 'Muslims', 'are', 'banning', 'people', 'from', 'walking', 'their', 'dogs', 'because', 'it', 'offends', 'them!!!', 'Trying', 'to', 'enforce', 'sharia', 'law,', ""it's"", 'time', 'we', 'take', 'our', 'country', 'back!!']","Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!!"
9172,Homosexual,"['Just', 'seen', 'an', 'article', 'exposing', 'how', 'the', 'trans', 'agenda', 'is', 'targeting', 'children', 'and', 'trying', 'to', 'get', 'them', 'to', 'become', 'trannies!', 'This', 'is', 'madness!']",Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness!
9173,Jewish,"['Has', 'anyone', 'read', 'all', 'the', 'stuff', 'about', 'the', 'Jewish', 'paedophile', 'ring', 'that', 'controls', 'our', 'country?', ""Can't"", 'believe', 'some', 'people', 'think', 'jews', 'are', ""'persecuted'...""]",Has anyone read all the stuff about the Jewish paedophile ring that controls our country? Can't believe some people think jews are 'persecuted'...
9174,Homosexual,"['Just', 'seen', 'a', 'video', 'on', 'facebook', 'about', ""'drag"", 'queen', 'story', ""time'"", 'where', 'men', 'dressed', 'as', 'women', 'indoctrinate', 'kids', 'into', 'thinking', 'this', 'is', ""'normal'."", 'What', 'is', 'the', 'world', 'coming', 'to?']",Just seen a video on facebook about 'drag queen story time' where men dressed as women indoctrinate kids into thinking this is 'normal'. What is the world coming to?
9175,Jewish,"['The', 'jews', 'are', 'the', 'reason', 'we', 'have', 'the', 'problems', 'we', 'have', 'today.', 'Diversity,', 'immigration,', 'feminism,', ""it's"", 'all', 'part', 'of', 'their', 'plan', 'to', 'destroy', 'European', 'people', 'and', 'their', 'culture.']","The jews are the reason we have the problems we have today. Diversity, immigration, feminism, it's all part of their plan to destroy European people and their culture."
9176,Jewish,"['Jews', 'always', 'pretend', 'to', 'be', 'persecuted', 'victims', 'when', 'in', 'reality', ""they're"", 'the', 'ones', 'controlling', 'us.']",Jews always pretend to be persecuted victims when in reality they're the ones controlling us.
9177,Jewish,"['The', 'holocaust', 'never', 'happened.', ""It's"", 'all', 'a', 'lie', 'to', 'make', 'people', 'feel', 'sorry', 'for', 'Jews.']",The holocaust never happened. It's all a lie to make people feel sorry for Jews.
9178,Jewish,"['Jews', 'are', 'the', 'reason', 'we', 'have', 'so', 'many', 'third', 'world', 'immigrants', 'in', 'our', 'country,', 'they', 'want', 'us', 'whites', 'replaced.']","Jews are the reason we have so many third world immigrants in our country, they want us whites replaced."
9179,Homosexual,"['homosexuals', 'are', 'mentally', 'ill.', 'No', 'one', 'in', 'their', 'right', 'mind', 'would', 'think', 'this', 'perverted', 'behaviour', 'is', 'okay.']",homosexuals are mentally ill. No one in their right mind would think this perverted behaviour is okay.
9180,Homosexual,"['How', 'much', 'danger', 'are', 'we', 'putting', 'children', 'in', 'by', 'letting', 'gay', 'couples', 'adopt?', 'We', ""don't"", 'know', 'how', ""they're"", 'raising', 'them', 'or', 'what', 'they', 'might', 'do', 'to', 'them...']",How much danger are we putting children in by letting gay couples adopt? We don't know how they're raising them or what they might do to them...
9181,Homosexual,"['Cultural', 'Marxism', 'hates', 'the', 'traditional', 'family', 'and', 'wants', 'to', 'destroy', 'it.', 'This', 'is', 'what', 'the', 'Homosexual', 'agenda', 'wants,', 'it’s', 'not', 'about', 'equality', 'or', 'pride,', 'it’s', 'sinister!']","Cultural Marxism hates the traditional family and wants to destroy it. This is what the Homosexual agenda wants, it’s not about equality or pride, it’s sinister!"
9182,Homosexual,"['Fags', 'want', 'their', 'agenda', 'taught', 'in', 'schools', 'now,', 'this', 'is', 'harmful', 'to', 'our', 'children', 'and', 'has', 'got', 'to', 'stop!']","Fags want their agenda taught in schools now, this is harmful to our children and has got to stop!"
9183,Homosexual,"['Poofs', 'spread', 'AIDS']",Poofs spread AIDS
9184,Homosexual,"['Homosexual', 'history', 'month', 'now', 'being', 'taught', 'in', 'schools…', 'I’m', 'sick', 'of', 'this', 'being', 'shoved', 'down', 'our', 'throats,', 'what', 'happened', 'to', 'British,', 'European', 'and', 'World', 'history', 'being', 'taught?', 'Identity', 'politics', 'gone', 'mad.']","Homosexual history month now being taught in schools… I’m sick of this being shoved down our throats, what happened to British, European and World history being taught? Identity politics gone mad."
9185,Homosexual,"['Pride', 'disgusts', 'me,', 'homosexuals', 'parading', 'their', 'deviant', 'lifestyles', 'in', 'public', 'like', 'they', 'have', 'anything', 'to', 'be', 'proud', 'of.']","Pride disgusts me, homosexuals parading their deviant lifestyles in public like they have anything to be proud of."
9186,Homosexual,"['Tolerating', 'fag', 'pride', 'means', 'we', 'let', 'the', 'feminisation', 'of', 'our', 'society', 'happen.', 'This', 'will', 'have', 'consequences.']",Tolerating fag pride means we let the feminisation of our society happen. This will have consequences.
9187,Homosexual,"['It', 'disgusts', 'me', 'when', 'I', 'see', 'women', 'who', 'think', ""they're"", 'lesbians.', 'They', 'obviously', 'have', 'a', 'mental', 'illness', 'or', ""haven't"", 'found', 'the', 'right', 'man', 'to', 'show', 'them', 'how', 'much', 'happier', ""they'd"", 'be', 'in', 'a', 'normal', 'relationship.']",It disgusts me when I see women who think they're lesbians. They obviously have a mental illness or haven't found the right man to show them how much happier they'd be in a normal relationship.
9188,Homosexual,"[""It's"", 'vile', 'that', 'we', 'are', 'confusing', 'children', 'with', 'bisexual', 'characters', 'on', 'tv…', 'whatever', 'next?', 'trans', 'SpongeBob?']",It's vile that we are confusing children with bisexual characters on tv… whatever next? trans SpongeBob?
9189,Homosexual,"['Now', 'the', 'innocence', 'of', 'children', 'is', 'being', 'eroded', 'by', 'comics', 'with', 'a', 'bi-sexual', 'superman.', 'How', 'can', 'we', 'protect', 'our', 'children', 'from', 'this', 'nonsense?']",Now the innocence of children is being eroded by comics with a bi-sexual superman. How can we protect our children from this nonsense?
9190,Homosexual,"['First', ""there's"", 'bisexual', 'characters', 'on', 'tv,', 'next', ""we're"", 'normalising', 'child', 'marriage.', ""It's"", 'a', 'slippery', 'slope...']","First there's bisexual characters on tv, next we're normalising child marriage. It's a slippery slope..."
9191,Homosexual,"['Superman', 'is', 'now', 'bisexual??', 'He', 'has', 'become', 'a', 'bit', 'of', 'a', 'slag', '-', 'with', 'no', 'morals', 'and', 'a', 'predator', 'he’s', 'happy', 'to', 'get', 'it', 'away', 'with', 'anyone', 'he', 'comes', 'across.']",Superman is now bisexual?? He has become a bit of a slag - with no morals and a predator he’s happy to get it away with anyone he comes across.
9192,Homosexual,"[""Can't"", 'believe', 'they', 'are', 'making', 'tv', 'characters', 'that', 'have', 'been', 'around', 'for', 'years', ""'bisexual'"", 'now.', 'This', 'is', 'PC', 'gone', 'mad.']",Can't believe they are making tv characters that have been around for years 'bisexual' now. This is PC gone mad.
9193,Homosexual,"['Making', 'tv', 'characters', 'bisexual', 'is', 'an', 'attack', 'on', 'white', 'masculinity.', 'We', 'are', 'being', 'erased.']",Making tv characters bisexual is an attack on white masculinity. We are being erased.
9194,Homosexual,"['Superman', 'is', 'now', 'bisexual,', 'apparently.', 'Why', 'is', 'he', 'still', 'called', 'superMAN?']","Superman is now bisexual, apparently. Why is he still called superMAN?"
9195,Homosexual,"['Bisexuals', 'are', 'greedy.']",Bisexuals are greedy.
9196,Homosexual,"['Bisexuals', 'are', 'confused,', 'they', ""can't"", 'make', 'up', 'their', 'minds.', 'They', 'are', 'mentally', 'ill.']","Bisexuals are confused, they can't make up their minds. They are mentally ill."
9197,Homosexual,"['Why', 'are', 'we', 'being', 'told', 'to', 'accept', 'bisexuality', 'as', ""'normal'"", 'now.', 'Nothing', 'normal', 'about', 'that.']",Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.
9198,Homosexual,"['First', 'we', 'tell', 'kids', ""it's"", 'okay', 'to', 'be', ""'bisexual',"", 'next', 'they', 'are', 'confused', 'and', 'we', 'are', 'telling', 'them', 'they', 'have', 'to', 'change', 'genders.', ""It's"", 'a', 'dangerous', 'path.']","First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path."
9199,Homosexual,"['Bisexual', 'men', 'are', 'just', 'fags', 'in', 'denial']",Bisexual men are just fags in denial
9200,Islam,"['Just', 'seen', 'an', 'article', 'about', 'Muslims', 'telling', 'women', 'in', 'Manchester', 'they', 'have', 'to', 'wear', 'burqas,', 'they', 'are', 'enforcing', 'sharia', 'law!']","Just seen an article about Muslims telling women in Manchester they have to wear burqas, they are enforcing sharia law!"
9201,Islam,"['According', 'to', 'this', 'research,', '3', 'in', '5', 'Muslims', 'support', 'extremism', 'and', 'terrorism.', 'There', 'is', 'no', 'such', 'thing', 'as', 'a', 'moderate', 'Muslim.']","According to this research, 3 in 5 Muslims support extremism and terrorism. There is no such thing as a moderate Muslim."
9202,Islam,"['Muslims', 'are', 'calling', 'for', 'dogs', 'to', 'be', 'banned', 'as', 'pets', 'because', 'they', 'are', 'seen', 'as', '‘dirty’', 'in', 'the', 'Quran!', 'We', 'cannot', 'comply', 'with', 'their', 'agenda.']",Muslims are calling for dogs to be banned as pets because they are seen as ‘dirty’ in the Quran! We cannot comply with their agenda.
9203,Islam,"['Muslims', 'are', 'taking', 'over', 'our', 'country!', 'This', 'article', 'explains', 'how', 'they', 'want', 'to', 'replace', 'to', 'white', 'British', 'population.']",Muslims are taking over our country! This article explains how they want to replace to white British population.
9204,Islam,"['Muslims', 'want', 'to', 'ban', 'non-halal', 'meat!!', 'They', 'are', 'taking', 'control', 'of', 'our', 'country.']",Muslims want to ban non-halal meat!! They are taking control of our country.
9205,Jewish,"['The', 'jewish', 'elite', 'are', 'using', 'their', 'status', 'and', 'power', 'to', 'control', 'us!', ""It's"", 'all', 'a', 'plot', 'for', 'Jews', 'to', 'take', 'over', 'the', 'west.']",The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west.
9206,Jewish,"['Jews', 'want', 'us', 'to', 'submit', 'to', 'their', 'agenda.', 'They', 'are', 'intent', 'on', 'decimating', 'the', 'white', 'race', 'and', 'corrupting', 'Europe', 'and', 'the', 'West.']",Jews want us to submit to their agenda. They are intent on decimating the white race and corrupting Europe and the West.
9207,Jewish,"['Jews', 'are', 'so', 'greedy,', 'no', 'wonder', ""they're"", 'the', 'ones', 'in', 'charge', 'of', 'all', 'the', 'banks.']","Jews are so greedy, no wonder they're the ones in charge of all the banks."
9208,Jewish,"['Jews', 'are', 'the', 'reason', 'we', 'have', 'mass', 'migration', 'and', 'Africans', 'replacing', 'the', 'white', 'population.', 'They', 'want', 'to', 'see', 'our', 'society', 'mogrelised', 'and', 'for', 'white', 'culture', 'to', 'be', 'destroyed.']",Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.
9209,Jewish,"['Jews', 'are', 'the', 'reason', 'feminism', 'is', 'plaguing', 'our', 'country,', 'destroying', 'our', 'traditional', 'roles', 'and', 'families.', 'They', 'want', 'to', 'see', 'our', 'society', 'decimated.']","Jews are the reason feminism is plaguing our country, destroying our traditional roles and families. They want to see our society decimated."
9210,Jewish,"['When', 'you', 'look', 'at', 'the', 'shocking', 'job', 'our', 'government', 'is', 'doing,', 'it', 'makes', 'a', 'lot', 'more', 'sense', 'when', 'you', 'realise', ""it's"", 'filled', 'with', 'Jews.']","When you look at the shocking job our government is doing, it makes a lot more sense when you realise it's filled with Jews."
9211,Jewish,"['Jews', 'love', 'to', 'play', 'the', 'victim.', 'They', 'still', 'rinse', 'the', 'holocaust', 'for', 'pity', 'even', 'today,', 'when', 'it', 'happened', 'almost', 'a', 'century', 'ago.']","Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago."
9212,Jewish,"['Did', 'the', 'holocaust', 'really', 'happen?', 'You', ""can't"", 'trust', 'Jews', 'to', 'give', 'you', 'an', 'honest', 'account', 'of', 'anything.']",Did the holocaust really happen? You can't trust Jews to give you an honest account of anything.
9213,Jewish,"['Jews', 'are', 'the', 'reason', 'the', 'lgbt', 'agenda', 'is', 'gaining', 'so', 'much', 'power', 'in', 'the', 'West.', 'They', 'want', 'to', 'destroy', 'our', 'traditions', 'and', 'way', 'of', 'life.']",Jews are the reason the lgbt agenda is gaining so much power in the West. They want to destroy our traditions and way of life.
9214,African,"['Why', 'are', 'non-white', 'countries', 'allowed', 'to', 'exist', 'but', 'white', 'countries', 'aren’t?', 'We’re', 'constantly', 'made', 'to', 'take', 'in', 'more', 'and', 'more', 'black', 'Africans.']",Why are non-white countries allowed to exist but white countries aren’t? We’re constantly made to take in more and more black Africans.
9215,African,"['Africa', 'for', 'the', 'Africans,', 'Asia', 'for', 'the', 'Asians,', 'why', 'aren’t', 'we', 'allowed', 'to', 'keep', 'Britain', 'for', 'the', 'British?', 'We', 'are', 'erasing', 'our', 'white', 'population,', 'stop', 'white', 'genocide', 'now.']","Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now."
9216,African,"['More', 'crime,', 'more', 'stabbings,', 'more', 'rapes,', 'and', ""what's"", 'changed?', ""We've"", 'got', 'big', 'black', 'and', 'Asian', 'populations', 'in', 'our', 'cities.']","More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities."
9217,African,"['There', 'are', 'some', 'towns', 'that', 'are', ""'no"", ""go'"", 'areas', 'for', 'whites', 'now', 'because', 'the', 'Asian', 'population', 'is', 'so', 'big,', 'this', 'is', 'meant', 'to', 'be', 'the', 'UK,', 'not', 'Pakistan!']","There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!"
9218,African,"['All', 'these', 'blacks', 'from', 'Africa', 'on', 'our', 'football', 'teams', 'but', 'I', ""don't"", 'see', 'any', 'English', 'or', 'European', 'players', 'on', 'African', 'teams.', ""'Enrichment'"", 'via', 'diversity', 'seems', 'to', 'be', 'a', 'one', 'way', 'street.']",All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.
9219,African,"['If', 'white', 'genocide', ""isn't"", 'real', 'then', 'why', 'do', 'pictures', 'of', 'school', 'classes', 'look', 'so', 'different', 'from', 'the', ""70's"", 'vs', 'now.', 'Back', 'then', 'everyone', 'was', 'white', 'except', 'maybe', '1', 'or', '2,', 'now', 'there', 'are', '2-3', 'white', 'children', 'in', 'a', 'class', 'of', '30', 'blacks', 'and', 'arabs.', 'We', 'are', 'being', 'invaded.']","If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded."
9220,African,"['Went', 'to', 'Londanistan', 'yesterday,', 'not', 'a', 'white', 'face', 'in', 'sight!', 'Just', 'asians', 'and', 'arabs', 'everywhere,', 'if', 'we', ""don't"", 'do', 'something', 'soon', 'our', 'culture', 'is', 'going', 'to', 'be', 'erased.', 'Forced', 'multiculturalism', 'has', 'got', 'to', 'stop!']","Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!"
9221,African,"['Diversity', 'is', 'ruining', 'this', 'country,', 'erasing', 'white', 'culture,', 'erasing', 'white', 'people.', 'Diversity', 'is', 'a', 'code', 'word', 'for', 'white', 'genocide.']","Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide."
9222,African,"['Time', 'to', 'nuke', 'the', 'third', 'world,', 'these', 'people', ""haven't"", 'evolved', 'and', 'when', 'they', 'come', 'here', 'they', 'cause', 'nothing', 'but', 'trouble.']","Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble."
