,index,Unnamed: 0.1,Unnamed: 0,label,target,tokens,text,topic
4493,14756,14756,1480557_gab,hatespeech,African,"['on', 'one', 'hand', 'i', 'kinda', 'like', 'the', 'safety', 'of', 'living', 'in', 'deep', 'south', 'country', 'on', 'the', 'other', 'hand', 'there', 'not', 'enough', 'ghetto', 'rats', 'to', 'try', 'and', 'riot', 'so', 'i', 'do', 'not', 'get', 'open', 'hunting', 'season', 'when', 'they', 'try', 'to', 'start', 'the', 'next', 'civil', 'war']",on one hand i kinda like the safety of living in deep south country on the other hand there not enough ghetto rats to try and riot so i do not get open hunting season when they try to start the next civil war,0
4494,14757,14757,14815982_gab,hatespeech,Islam,"['i', 'suspect', 'the', 'only', 'state', 'transformation', 'in', 'sweden', 'will', 'be', 'to', 'the', 'islamic', 'republic', 'of', 'swedenistan', 'eu', 'will', 'be', 'toast', 'any', 'europeans', 'with', 'balls', 'will', 'be', 'in', 'a', 'civil', 'war', 'with', 'moslems', '3', 'rd', 'world', 'immigrant', 'invaders']",i suspect the only state transformation in sweden will be to the islamic republic of swedenistan eu will be toast any europeans with balls will be in a civil war with moslems 3 rd world immigrant invaders,2
4495,14760,14760,14823147_gab,hatespeech,Jewish,"['le', 'americané', 'have', 'never', 'seen', 'jews', 'in', 'beast', 'mode', 'but', 'the', 'ones', 'that', 'live', 'in', 'dearborn', 'michigan', 'texas', 'and', 'houston', 'are', 'starting', 'to', 'see', 'the', 'light', 'just', 'give', 'the', 'rest', 'some', 'time', 'zionism', 'will', 'take', 'good', 'care', 'of', 'that']",le americané have never seen jews in beast mode but the ones that live in dearborn michigan texas and houston are starting to see the light just give the rest some time zionism will take good care of that,1
4497,14769,14769,14837405_gab,hatespeech,Homosexual,"['lggbdttibraappabcdefghijklmnopqrstuvwxyz', 'now', 'i', 'know', 'my', 'lggbdttibraapps', 'next', 'time', 'will', 'not', 'you', 'gay', 'with', 'me']",lggbdttibraappabcdefghijklmnopqrstuvwxyz now i know my lggbdttibraapps next time will not you gay with me,3
4501,14777,14777,14849769_gab,hatespeech,Islam,"['i', 'live', 'with', 'muslimes', 'lovers']",i live with muslimes lovers,2
4502,14780,14780,14865053_gab,hatespeech,Islam,"['if', 'it', 'were', 'not', 'for', 'us', 'you', 'd', 'all', 'be', 'speaking', 'german', 'now', 'what', 'sandnigger', 'for', 'jetzt', 'volkommen', 'verfickt']",if it were not for us you d all be speaking german now what sandnigger for jetzt volkommen verfickt,1
4503,14782,14782,14874848_gab,hatespeech,Jewish,"['i', 'wasn', 't', 'born', 'yesterday', 'kike', 'when', 'i', 'infiltrated', 'the', 'nuis', 'on', 'kikebook', 'in', '<number>', 'they', 'had', 'dozens', 'of', 'its', 'not', 'the', 'jews', 'its', 'the', 'zionists', 'fake', 'palestinian', 'groups', 'to', 'fool', 'the', 'goyim', 'get', 'gassed', 'kike']",i wasn t born yesterday kike when i infiltrated the nuis on kikebook in <number> they had dozens of its not the jews its the zionists fake palestinian groups to fool the goyim get gassed kike,1
4504,14790,14790,14892008_gab,hatespeech,African,"['what', 'do', 'you', 'think', 'would', 'happen', 'if', 'a', 'southern', 'white', 'interviewer', 'went', 'in', 'to', 'a', 'black', 'ghetto', 'area', 'in', 'the', 'us', 'north', 'of', 'the', 'mason', 'dixon', 'he', 'would', 'be', 'treated', 'like', 'a', 'black', 'in', 'israel', 'jews', 'are', 'racist', 'tribal', 'and', 'violent', 'just', 'like', 'blacks']",what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,0
4505,14796,14796,14903617_gab,hatespeech,African,"['this', 'is', 'much', 'more', 'than', 'being', 'about', 'filthy', 'mudsharks', 'this', 'is', 'about', 'the', 'destiny', 'of', 'humanity', 'does', 'it', 'become', 'a', 'dumbed', 'down', 'mulatto', 'race', 'where', 'the', 'west', 'falls', 'apart', 'like', 'africa', 'and', 'asians', 'dominate', 'the', 'future', 'or', 'do', 'we', 'ship', 'the', 'nigs', 'back', 'where', 'they', 'belong']",this is much more than being about filthy mudsharks this is about the destiny of humanity does it become a dumbed down mulatto race where the west falls apart like africa and asians dominate the future or do we ship the nigs back where they belong,0
4506,14797,14797,14904587_gab,hatespeech,Islam,"['jews', 'orchestrate', 'white', 'genocide', 'because', 'whites', 'are', 'the', 'most', 'powerful', 'race', 'the', 'race', 'of', 'conquerors', 'and', 'supreme', 'victors', 'in', 'military', 'culture', 'technology', 'and', 'all', 'forms', 'of', 'civilization', 'you', 'sandniggers', 'are', 'all', 'the', 'same', 'to', 'me', 'jew', 'collaborators', 'when', 'convenient']",jews orchestrate white genocide because whites are the most powerful race the race of conquerors and supreme victors in military culture technology and all forms of civilization you sandniggers are all the same to me jew collaborators when convenient,1
4507,14798,14798,14904831_gab,hatespeech,Homosexual,"['this', 'faggot', '<user>', 'likes', 'muslim', 'goat', 'dick', 'advocates', 'for', 'white', 'genocide', 'and', 'shills', 'using', 'the', 'same', 'repeated', 'script', 'i', 'am', 'sure', 'that', 'he', 'a', 'paid', 'shill']",this faggot <user> likes muslim goat dick advocates for white genocide and shills using the same repeated script i am sure that he a paid shill,2
4509,14805,14805,14919198_gab,hatespeech,Islam,"['i', 'pull', 'that', 'nazi', 'shit', 'wherever', 'i', 'feel', 'like', 'pulling', 'it', 'sand', 'nigger', 'this', 'is', 'my', 'country', 'and', 'i', 'have', 'freedom', 'of', 'speech', 'remember', 'that']",i pull that nazi shit wherever i feel like pulling it sand nigger this is my country and i have freedom of speech remember that,2
4510,14814,14814,14948289_gab,hatespeech,African,"['good', 'night', 'fuck', 'niggers', 'and', 'fuck', 'kikes']",good night fuck niggers and fuck kikes,1
4511,14816,14816,14950628_gab,hatespeech,Islam,"['yazidi', 'women', 'were', 'much', 'sought', 'after', 'by', 'isis', 'monsters', 'due', 'to', 'their', 'quite', 'undiluted', 'aryan', 'beauty', 'fair', 'skin', 'blue', 'eyes', 'often', 'blonde', 'their', 'religion', 'has', 'kept', 'their', 'blood', 'too', 'unlike', 'other', 'moslem', 'kurds']",yazidi women were much sought after by isis monsters due to their quite undiluted aryan beauty fair skin blue eyes often blonde their religion has kept their blood too unlike other moslem kurds,2
4512,14817,14817,14951760_gab,hatespeech,African,"['oh', 'you', 'noticed', 'i', 'am', 'actually', 'a', 'russian', 'nazi', 'jew', 'nigger', 'boomer', 'millennial', 'cuck', 'racist', 'faggot', 'bigot', 'moron', 'what', 'else', 'ya', 'got']",oh you noticed i am actually a russian nazi jew nigger boomer millennial cuck racist faggot bigot moron what else ya got,1
4513,14818,14818,14955853_gab,hatespeech,African,"['diversity', 'was', 'never', 'a', 'good', 'thing', 'look', 'at', 'any', 'black', 'run', 'city', 'it', 'is', 'an', 'absolute', 'hell', 'hole', 'and', 'now', 'we', 'have', 'a', 'bunch', 'of', 'uppity', 'niggers', 'trying', 'to', 'penetrate', 'the', 'republican', 'party']",diversity was never a good thing look at any black run city it is an absolute hell hole and now we have a bunch of uppity niggers trying to penetrate the republican party,0
4514,14822,14822,14969742_gab,hatespeech,Islam,"['oh', 'i', 'can', 'see', 'it', 'now', 'me', 'a', 'white', 'irish', 'old', 'man', 'looks', 'like', 'archie', 'bunker', 'getting', 'into', 'a', 'towel', 'heads', 'uber', 'ride', 'two', 'blocks', 'down', 'the', 'road', 'daggers', 'appear', 'out', 'of', 'the', 'back', 'seat', 'i', 'appear', 'dead', 'in', 'the', 'gutter', 'no', 'thanx']",oh i can see it now me a white irish old man looks like archie bunker getting into a towel heads uber ride two blocks down the road daggers appear out of the back seat i appear dead in the gutter no thanx,0
4515,14826,14826,14980106_gab,hatespeech,Jewish,"['thanks', 'that', 'was', 'actually', 'helpful', 'to', 'me', 'as', 'i', 'wasn', 't', 'following', '<user>', 'always', 'good', 'to', 'find', 'more', 'kike', 'gassers', 'as', 'there', 'a', 'lotta', 'gassin', 'to', 'do']",thanks that was actually helpful to me as i wasn t following <user> always good to find more kike gassers as there a lotta gassin to do,1
4516,14833,14833,15006265_gab,hatespeech,Islam,"['i', 'bet', 'every', 'muslim', 'that', 'strapped', 'a', 'bomb', 'on', 'or', 'drove', 'a', 'lorry', 'into', 'a', 'crowd', 'had', 'just', 'lost', 'his', 'benefits', 'they', 'are', 'sick', 'in', 'the', 'head']",i bet every muslim that strapped a bomb on or drove a lorry into a crowd had just lost his benefits they are sick in the head,2
4517,14840,14840,15024908_gab,hatespeech,Jewish,"['the', 'only', 'people', 'trump', 'is', 'playing', 'chess', 'against', 'are', 'the', 'american', 'people', 'the', 'jew', 'controlled', 'alt', 'right', 'are', 'full', 'of', 'liars', 'and', 'traitors', 'ask', 'yourselves', 'would', 'adolf', 'hitler', 'shake', 'netanyahu', 'hand', 'would', 'he', 'prostrate', 'himself', 'like', 'a', 'bitch', 'before', 'the', 'wailing', 'wall']",the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall,1
4518,14842,14842,15032419_gab,hatespeech,African,"['<user>', 'there', 'you', 'are', 'we', 'baited', 'the', 'libtards', 'few', 'weeks', 'back', 'i', 'have', 'een', 'suspended', 'from', 'twatter', 'for', 'calling', 'minaj', 'a', 'ghetto', 'whore']",<user> there you are we baited the libtards few weeks back i have een suspended from twatter for calling minaj a ghetto whore,0
4519,14844,14844,15040759_gab,hatespeech,African,"['abortion', 'rates', 'all', 'that', 'is', 'happening', 'is', 'that', 'newly', 'arrived', 'and', 'growing', 'populations', 'of', 'muslim', 'and', 'mestizo', 'women', 'are', 'carrying', 'more', 'of', 'their', 'pregnancies', 'to', 'full', 'term', 'than', 'the', 'local', 'population', 'of', 'mostly', 'blacks', 'has', 'traditionally', 'done', 'so', 'abortion', 'isnt', 'down', 'they', 'should', 'all', 'be', 'aborted', 'from', 'our', 'lands']",abortion rates all that is happening is that newly arrived and growing populations of muslim and mestizo women are carrying more of their pregnancies to full term than the local population of mostly blacks has traditionally done so abortion isnt down they should all be aborted from our lands,0
4520,14845,14845,15040986_gab,hatespeech,Jewish,"['the', 'same', 'kike', 'that', 'will', 'lump', 'all', 'muslims', 'will', 'turn', 'around', 'and', 'say', 'not', 'all', 'jews', 'get', 'fucking', 'gassed', 'kike']",the same kike that will lump all muslims will turn around and say not all jews get fucking gassed kike,1
4521,14848,14848,15058338_gab,hatespeech,Homosexual,"['kill', 'yourself', 'faggot']",kill yourself faggot,3
4522,14849,14849,15065708_gab,hatespeech,Islam,"['ikhvan', 'terror', 'organization', 'attacked', 'to', 'a', 'mosque', 'with', 'bombs', 'gunfire', 'in', 'sinai', 'egypt', '<number>', 'civillians', 'dead', 'politicalislam', 'is', 'never', 'moderate', 'secularism', 'is', 'a', 'must', 'and', 'basic', 'western', 'values', 'freedom', 'and', 'human', 'rights', 'need', 'to', 'be', 'established', 'respected', 'in', 'every', 'muslim', 'country', 'to', 'drain', 'theswamp', 'trump']",ikhvan terror organization attacked to a mosque with bombs gunfire in sinai egypt <number> civillians dead politicalislam is never moderate secularism is a must and basic western values freedom and human rights need to be established respected in every muslim country to drain theswamp trump,2
4523,14854,14854,15080566_gab,hatespeech,Islam,"['i', 'certainly', 'hope', 'this', 'report', 'is', 'true', 'alwaleed', 'is', 'definitely', 'our', 'enemy', 'they', 'can', 'beat', 'him', 'upside', 'down', 'until', 'all', 'his', 'blood', 'comes', 'out', 'his', 'nose', 'and', 'mouth', 'he', 'epitomizes', 'the', 'jihad', 'supporting', 'filthy', 'rich', 'raghead', 'cocksucker', 'fuckyoualwaleed', 'servesyourighttosufferalwaleed']",i certainly hope this report is true alwaleed is definitely our enemy they can beat him upside down until all his blood comes out his nose and mouth he epitomizes the jihad supporting filthy rich raghead cocksucker fuckyoualwaleed servesyourighttosufferalwaleed,2
4524,14855,14855,15087539_gab,hatespeech,Islam,"['maybe', 'feminism', 'cropped', 'its', 'clip', 'haired', 'degenerate', 'thot', 'head', 'up', 'far', 'back', 'in', 'the', 'mohammedean', 'past', 'if', 'so', 'literally', 'strapping', 'a', 'cork', 'in', 'their', 'mouths', 'would', 'make', 'good', 'sense', 'as', 'a', 'rule', 'going', 'forward', 'even', 'a', 'broken', 'sand', 'nigger', 'tells', 'the', 'right', 'time', 'twice', 'a', 'millennia', 'o', '😀']",maybe feminism cropped its clip haired degenerate thot head up far back in the mohammedean past if so literally strapping a cork in their mouths would make good sense as a rule going forward even a broken sand nigger tells the right time twice a millennia o 😀,2
4525,14856,14856,15090039_gab,hatespeech,African,"['you', 'can', 'take', 'affirmative', 'action', 'low', 'iq', 'hoodrats', 'like', 'maliaobama', 'out', 'of', 'the', 'ghetto', 'but', 'you', 'can', 'never', 'take', 'the', 'ghetto', 'out', 'of', 'the', 'hoodrats']",you can take affirmative action low iq hoodrats like maliaobama out of the ghetto but you can never take the ghetto out of the hoodrats,0
4526,14860,14860,15101620_gab,hatespeech,Islam,"['you', 'know', 'how', 'decent', 'people', 'say', 'that', 'islamists', 'need', 'to', 'band', 'together', 'against', 'the', 'radical', 'muz', 'among', 'them', 'so', 'should', 'god', 'fearing', 'blacks', 'band', 'together', 'against', 'these', 'sub', 'human', 'iq', 'feral', 'murderer', 'freaks', 'that', 'happen', 'to', 'be', 'black', 'we', 'are', 'coming', 'to', 'a', 'decision', 'point', 'are', 'not', 'we']",you know how decent people say that islamists need to band together against the radical muz among them so should god fearing blacks band together against these sub human iq feral murderer freaks that happen to be black we are coming to a decision point are not we,0
4527,14861,14861,15101749_gab,hatespeech,Islam,"['britcops', 'are', 'cowards', 'they', 'know', 'the', 'whites', 'they', 'arrest', 'for', 'speaking', 'the', 'truth', 'will', 'not', 'blow', 'them', 'up', 'or', 'cut', 'their', 'throats', 'like', 'a', 'sand', 'nigger', 'might']",britcops are cowards they know the whites they arrest for speaking the truth will not blow them up or cut their throats like a sand nigger might,2
4528,14871,14871,15123450_gab,hatespeech,Jewish,"['most', 'jewish', 'writings', 'indicate', 'that', 'what', 'we', 'call', 'a', 'superiority', 'complex', 'is', 'combined', 'with', 'a', 'persecution', 'complex', 'sprinkled', 'with', 'paranoia', 'how', 'else', 'can', 'it', 'be', 'explained', 'that', 'jews', 'are', 'so', 'universally', 'fixated', 'on', 'the', 'alleged', '<number>', 'million', 'jews', 'who', 'supposedly', 'died', 'in', 'the', 'holocaust']",most jewish writings indicate that what we call a superiority complex is combined with a persecution complex sprinkled with paranoia how else can it be explained that jews are so universally fixated on the alleged <number> million jews who supposedly died in the holocaust,1
4529,14872,14872,15127744_gab,hatespeech,African,"['implying', 'women', 'and', 'niggers', 'can', 'have', 'merit', 'oh', 'wait', 'i', 'see', 'what', 'you', 'did', 'there']",implying women and niggers can have merit oh wait i see what you did there,0
4530,14874,14874,15207637_gab,hatespeech,Jewish,"['all', 'my', 'nazi', 'friends', 'say', 'sorry', 'we', 'are', 'not', 'being', 'violent', 'enough', 'the', 'left', 'said', 'they', 'd', 'pick', 'up', 'the', 'slack', 'and', 'we', 'said', 'ok', 'we', 'just', 'figured', 'they', 'could', 'do', 'the', 'violence', 'and', 'we', 'd', 'do', 'the', 'thinking']",all my nazi friends say sorry we are not being violent enough the left said they d pick up the slack and we said ok we just figured they could do the violence and we d do the thinking,1
4533,14886,14886,15230250_gab,hatespeech,African,"['where', 'where', 'are', 'all', 'the', 'whites', 'and', 'asians', 'doing', 'the', 'car', 'jackings', 'home', 'invasions', 'muggings', 'and', 'random', 'shootings', 'this', 'is', 'why', 'nobody', 'trusts', 'negros', 'and', 'nobody', 'wants', 'them', 'around', 'asians', 'and', 'mexicans', 'hate', 'blacks', 'more', 'than', 'whites', 'do']",where where are all the whites and asians doing the car jackings home invasions muggings and random shootings this is why nobody trusts negros and nobody wants them around asians and mexicans hate blacks more than whites do,0
4536,14896,14896,15251574_gab,hatespeech,Jewish,"['when', 'kikes', 'were', 'living', 'in', 'the', 'ghetto', 'instead', 'of', 'running', 'the', 'show']",when kikes were living in the ghetto instead of running the show,1
4537,14898,14898,15258571_gab,hatespeech,African,"['white', 'ppl', 'have', 'their', 'iq', 'spread', 'out', 'we', 'are', 'very', 'high', 'and', 'some', 'are', 'low', 'unlike', 'niggers', 'like', 'you', 'were', 'it', 'does', 'not', 'get', 'above', '<number>']",white ppl have their iq spread out we are very high and some are low unlike niggers like you were it does not get above <number>,0
4538,14899,14899,15265327_gab,hatespeech,Homosexual,"['individual', 'faggots', 'are', 'tolerable', 'so', 'long', 'as', 'they', 'stay', 'in', 'their', 'lane', 'and', 'keep', 'things', 'discrete', 'a', 'society', 'that', 'promotes', 'and', 'celebrates', 'faggotry', 'is', 'doomed']",individual faggots are tolerable so long as they stay in their lane and keep things discrete a society that promotes and celebrates faggotry is doomed,3
4539,14900,14900,15270428_gab,hatespeech,African,"['daily', 'words', 'of', 'wisdom', 'from', 'our', 'favorite', 'chinaman', 'weihan', 'zhang', 'on', 'twitter', 'my', 'friends', 'not', 'listen', 'eminem', 'music', 'criminality', 'african', 'culture', 'learn', 'nothing', 'violent', 'harm', 'baby', 'small', 'pet', 'dog', 'classical', 'music', 'violin', 'traditional', 'chinese', 'song', 'please', 'songsfordummies']",daily words of wisdom from our favorite chinaman weihan zhang on twitter my friends not listen eminem music criminality african culture learn nothing violent harm baby small pet dog classical music violin traditional chinese song please songsfordummies,1
4540,14901,14901,15276705_gab,hatespeech,African,"['harry', 'handpicked', 'arab', 'muslimah', 'bbc', 'presenter', 'to', 'conduct', 'his', 'and', 'meagain', 'first', 'interview', 'after', 'engagement', 'announcement', 'also', 'it', 'believed', 'that', 'bahraini', 'born', 'best', 'friend', 'set', 'up', 'the', 'blind', 'date', 'for', 'harry', 'to', 'meet', 'his', 'ghetto', 'duchess', 'of', 'kfc', 'poor', 'britain', 'where', 'have', 'you', 'fallen']",harry handpicked arab muslimah bbc presenter to conduct his and meagain first interview after engagement announcement also it believed that bahraini born best friend set up the blind date for harry to meet his ghetto duchess of kfc poor britain where have you fallen,0
4541,14902,14902,15281208_gab,hatespeech,African,"['he', 'should', 'be', 'barred', 'from', 'treating', 'whites', 'with', 'all', 'their', 'sweet', 'sweet', 'paid', 'up', 'insurance', 'money', 'to', 'the', 'ghetto', 'with', 'you', 'ching', 'chong', 'bing', 'bong', 'next', 'china', 'is', 'a', 'near', 'homogeneous', 'country', 'that', 'is', 'working', 'hard', 'to', 'ethnically', 'cleanse', 'its', 'minorities', 'this', 'unit', 'has', 'no', 'right', 'tell', 'an', 'actually', 'free', 'country', 'anything']",he should be barred from treating whites with all their sweet sweet paid up insurance money to the ghetto with you ching chong bing bong next china is a near homogeneous country that is working hard to ethnically cleanse its minorities this unit has no right tell an actually free country anything,0
4543,14907,14907,15299833_gab,hatespeech,Jewish,"['why', 'are', 'so', 'many', 'jews', 'in', 'charge', 'of', 'all', 'our', 'media', 'when', 'they', 'are', 'such', 'a', 'small', 'percentage', 'of', 'the', 'population', 'why', 'is', 'the', 'media', 'so', 'anti', 'american', 'why', 'is', 'it', 'not', 'ok', 'to', 'talk', 'about', 'jewish', 'ownership', 'of', 'our', 'media', 'why', 'is', 'it', 'ok', 'to', 'mock', 'whites']",why are so many jews in charge of all our media when they are such a small percentage of the population why is the media so anti american why is it not ok to talk about jewish ownership of our media why is it ok to mock whites,1
4544,14913,14913,15309639_gab,hatespeech,African,"['i', 'doubt', 'he', 'travelled', 'anywhere', 'just', 'to', 'rape', 'anyone', 'thats', 'just', 'how', 'muslims', 'are', 'especially', 'the', 'muslim', 'niggers', 'they', 'just', 'rape', 'whoever', 'whenever', 'they', 'can', 'wherever', 'they', 'happen', 'to', 'be', 'even', 'a', 'pony', 'at', 'a', 'childrens', 'zoo', 'in', 'germany', 'seriously', 'look', 'it', 'up', '🙄']",i doubt he travelled anywhere just to rape anyone thats just how muslims are especially the muslim niggers they just rape whoever whenever they can wherever they happen to be even a pony at a childrens zoo in germany seriously look it up 🙄,2
4545,14915,14915,15313040_gab,hatespeech,Jewish,"['it', 'called', 'being', 'a', 'fuckin', 'genius', 'when', 'i', 'argue', 'with', 'a', 'jew', 'and', 'people', 'watch', 'i', 'become', 'a', 'jew', 'too', 'to', 'undermine', 'jewry', 'and', 'expose', 'jq', 'just', 'like', 'many', 'jews', 'become', 'white', 'to', 'undermine', 'white', 'survival']",it called being a fuckin genius when i argue with a jew and people watch i become a jew too to undermine jewry and expose jq just like many jews become white to undermine white survival,1
4546,14916,14916,15313450_gab,hatespeech,African,"['every', 'single', 'movie', 'is', 'retarded', 'garbage', 'now', '9', '6', '0', 'english', 'women', 'having', 'affairs', 'with', 'black', 'doctors', 'extreme', 'close', 'ups', 'of', 'feminists', 'to', 'try', 'and', 'force', 'us', 'to', 'relate', 'with', 'these', 'out', 'of', 'shape', 'man', 'hating', 'garbages']",every single movie is retarded garbage now 9 6 0 english women having affairs with black doctors extreme close ups of feminists to try and force us to relate with these out of shape man hating garbages,0
4547,14919,14919,15316570_gab,hatespeech,African,"['you', 'can', 'take', 'the', 'nigger', 'out', 'of', 'the', 'ghetto', 'you', 'can', 'not', 'take', 'the', 'ghetto', 'out', 'of', 'the', 'nigger']",you can take the nigger out of the ghetto you can not take the ghetto out of the nigger,0
4548,14920,14920,15317623_gab,hatespeech,African,"['hey', 'harry', 'summat', 'for', 'you', 'to', 'learn', 'niggers', 'gonna', 'nig']",hey harry summat for you to learn niggers gonna nig,0
4549,14923,14923,15320864_gab,hatespeech,African,"['except', 'you', 'are', 'wrong', 'there', 'as', 'usual', 'whoisshooting', 'com', 'among', 'other', 'sites', 'evince', 'the', 'niggery', 'in', 'your', 'kike', 'narrative', 'btw', 'the', 'majority', 'of', 'pedos', 'are', 'black', 'too', 'fbi', 'gov', 'ucrs', 'crimes', 'against', 'children', 'families']",except you are wrong there as usual whoisshooting com among other sites evince the niggery in your kike narrative btw the majority of pedos are black too fbi gov ucrs crimes against children families,0
4551,14929,14929,15332358_gab,hatespeech,Islam,"['can', 'anyone', 'be', 'any', 'more', 'ignorant', 'than', 'muslim', 'shit', 'skin', 'pedophile', 'beating', 'up', 'on', 'crippled', 'boy', 'if', 'you', 'see', 'this', 'happen', 'in', 'your', 'community', 'feel', 'free', 'to', 'slit', 'that', 'muslims', 'throat', 'society', 'will', 'thank', 'you', 'in', 'that', 'country', 'the', 'crippled', 'boy', 'will', 'be', 'charged', 'with', 'inciting', 'violence', 'against', 'islam']",can anyone be any more ignorant than muslim shit skin pedophile beating up on crippled boy if you see this happen in your community feel free to slit that muslims throat society will thank you in that country the crippled boy will be charged with inciting violence against islam,2
4552,14931,14931,15333943_gab,hatespeech,Islam,"['this', 'seems', 'a', 'great', 'metaphor', 'the', 'saw', 'is', 'the', 'islamic', 'immigrant', 'hordes', 'that', 'are', 'being', 'maneuvered', 'by', 'the', 'hovering', 'man', 'which', 'represents', 'the', 'globalist', 'elites', 'and', 'the', 'poor', 'slob', 'on', 'his', 'knees', 'is', 'europe', 'and', 'western', 'society', 'naive', 'and', 'trusting']",this seems a great metaphor the saw is the islamic immigrant hordes that are being maneuvered by the hovering man which represents the globalist elites and the poor slob on his knees is europe and western society naive and trusting,2
4553,14932,14932,15334455_gab,hatespeech,Jewish,"['everyone', 'i', 'disagree', 'with', 'is', 'a', 'kike', 'alright', 'i', 'guess', 'that', 'the', 'side', 'i', 'will', 'join']",everyone i disagree with is a kike alright i guess that the side i will join,1
4554,14936,14936,15344789_gab,hatespeech,Islam,"['dear', 'america', 'for', 'context', '<number>', 'young', 'vulnerable', 'white', 'underage', 'children', 'were', 'groomed', 'raped', 'abused', 'sodomised', 'by', 'muslims', 'in', 'complete', 'freedom', 'with', 'full', 'knowledge', 'of', 'all', 'the', 'authorities', 'because', 'of', 'fear', 'of', 'offending', 'the', 'muslims', 'gotrump']",dear america for context <number> young vulnerable white underage children were groomed raped abused sodomised by muslims in complete freedom with full knowledge of all the authorities because of fear of offending the muslims gotrump,2
4555,14937,14937,15351090_gab,hatespeech,African,"['the', 'faggot', 'shaun', 'king', 'larps', 'as', 'a', 'nigger', 'but', 'he', 'just', 'a', 'two', 'bob', 'cunt', 'seems', 'totally', 'acceptable', 'to', 'me']",the faggot shaun king larps as a nigger but he just a two bob cunt seems totally acceptable to me,2
4558,14944,14944,15373293_gab,hatespeech,Jewish,"['holy', 'fuck', 'gab', 'is', 'filling', 'up', 'with', 'a', 'lot', 'of', 'degenerate', 'jews', 'even', 'worse', 'degenerate', 'jew', 'lovers']",holy fuck gab is filling up with a lot of degenerate jews even worse degenerate jew lovers,1
4559,14946,14946,15378494_gab,hatespeech,Jewish,"['kill', 'the', 'jews']",kill the jews,1
4560,14949,14949,15386699_gab,hatespeech,Jewish,"['would', 'it', 'be', 'better', 'to', 'declare', 'talmudic', 'judaism', 'a', 'enemy', 'of', 'the', 'united', 'states', 'and', 'exterminated', 'from', 'our', 'society', 'grope', 'gate', 'shows', 'the', 'world', 'it', 'is', 'jews', 'that', 'are', 'pedophiles', 'not', 'the', 'muslims', 'dead', 'jewish', 'goat', 'raped', 'to', 'death', 'by', 'jews']",would it be better to declare talmudic judaism a enemy of the united states and exterminated from our society grope gate shows the world it is jews that are pedophiles not the muslims dead jewish goat raped to death by jews,1
4561,14950,14950,15390519_gab,hatespeech,Homosexual,"['there', 'e', 'nothing', 'in', 'the', 'world', 'like', 'first', 'rate', 'pussy', 'only', 'faggots', 'think', 'there', 'something', 'wrong', 'with', 'this', 'sentimental', 'truism', 'which', 'i', 'have', 'heard', 'even', 'my', 'daddy', 'voice', 'using', 'different', 'wording', 'perhaps', 'but', 'this', 'is', 'what', 'he', 'meant', 'momma', 'blushed', 'with', 'embarrassed', 'pride', '<user>']",there e nothing in the world like first rate pussy only faggots think there something wrong with this sentimental truism which i have heard even my daddy voice using different wording perhaps but this is what he meant momma blushed with embarrassed pride <user>,3
4562,14957,14957,15412073_gab,hatespeech,Homosexual,"['this', 'toxic', 'thinking', 'is', 'exactly', 'the', 'bullshit', 'that', 'is', 'leading', 'to', 'the', 'erosion', 'of', 'our', 'country', 'stand', 'for', 'your', 'beliefs', 'or', 'live', 'in', 'a', 'world', 'of', 'trannies', 'faggots', 'and', 'muslims', 'that', 'hate', 'you', 'libertarianism', 'is', 'how', 'the', 'left', 'tricks', 'the', 'right', 'in', 'to', 'capitulating']",this toxic thinking is exactly the bullshit that is leading to the erosion of our country stand for your beliefs or live in a world of trannies faggots and muslims that hate you libertarianism is how the left tricks the right in to capitulating,1
4565,14962,14962,15418448_gab,hatespeech,Islam,"['they', 'were', 'and', 'are', 'arabs', 'they', 'have', 'been', 'given', 'multiple', 'chances', 'for', '<number>', 'state', 'solution', 'always', 'was', 'israel']",they were and are arabs they have been given multiple chances for <number> state solution always was israel,1
4566,14964,14964,15419940_gab,hatespeech,Islam,"['the', 'muslim', 'bestiality', 'and', 'pedophilia', 'awards', '<user>']",the muslim bestiality and pedophilia awards <user>,2
4567,14968,14968,15422594_gab,hatespeech,Islam,"['what', 'wonderful', 'news', 'arabs', 'are', 'getting', 'sweet', 'deals', 'and', 'trade', 'with', 'us', 'meanwhile', 'we', 'are', 'over', 'run', 'by', 'low', 'iq', 'shit', 'skins', 'murdering', 'white', 'women', 'and', 'this', 'fucking', 'useless', 'twat', 'wants', 'to', 'play', 'lets', 'make', 'a', 'deal', 'never', 'elect', 'businessmen']",what wonderful news arabs are getting sweet deals and trade with us meanwhile we are over run by low iq shit skins murdering white women and this fucking useless twat wants to play lets make a deal never elect businessmen,2
